trapping_N;Capture_frame;trap_type;trap_reference;the_date_of_Laying_the_Trap;statement_date;The_hour_of_laying_the_trap;statement_hour;Wind;Cloud_cover;Rain;wind_;cloud_cover_;rain_;Commune;Village;Said_neighborhood_place;Environnement;builinding_house_type;internal_external_situation;MIILD_presence;AID_last_date;observation;Y;X;Genre;Species;Gender;NB;whose_NB_throat?;TN;TX;RR
NA;Site monitoring;CDC;12;24/07/2018;25/07/2018;15:20;8:50;Medium;low coverage;no rain;Medium;low coverage;Non;MAMOUDZOU;Mamoudzou;Rue de cariaire;PU;Tole;EH ;NO;"""NA""";NA;-12.793618;45.210127;Culex;quinquefasciatus (pipiens);M;7;NA;17,7;27;3.4
NA;Site monitoring;CDC;12;24/07/2018;25/07/2018;15:20;8:50;Medium;low coverage;no rain;Medium;low coverage;Non;MAMOUDZOU;Mamoudzou;Rue de cariaire;PU;Tole;EH ;NO;"""NA""";NA;-12.793618;45.210127;Culex;quinquefasciatus (pipiens);F;2;NA;17,7;27;3.4
NA;Site monitoring;CDC;47;23/07/2018;24/07/2018;11:30;10:12;strong;zero coverage;no rain;strong;zero coverage;Non;DZAOUDZI;Labattoir;mouzdalifa;U;Tole;IH;NO;"""NA""";NA;-12.783226;45.278575;Anopheles;gambiae;F;1;NA;21,1;27,8;0
NA;Site monitoring;CDC;32;23/07/2018;24/07/2018;11:35;10:10;strong;zero coverage;no rain;strong;zero coverage;Non;DZAOUDZI;Labattoir;mouzdalifa;U;Tole;EH ;NO;"""NA""";NA;-12.783226;45.278575;"""NA""";"""NA""";NA;0;NA;21,1;27,8;0
NA;Site monitoring;CDC;31;23/07/2018;24/07/2018;12:00;10:02;strong;zero coverage;no rain;strong;zero coverage;Non;DZAOUDZI;Labattoir;mouzdalifa;U;Tole;IH;NO;"""NA""";NA;-12.786836;45.278367;Culex;quinquefasciatus (pipiens);F;2;NA;21,1;27,8;0
NA;Site monitoring;CDC;15;23/07/2018;24/07/2018;12:05;10:00;strong;zero coverage;no rain;strong;zero coverage;Non;DZAOUDZI;Labattoir;mouzdalifa;U;Tole;EH ;NO;"""NA""";NA;-12.786836;45.278367;"""NA""";"""NA""";NA;0;NA;21,1;27,8;0
NA;Site monitoring;CDC;23;23/07/2018;24/07/2018;10:30;9:30;strong;zero coverage;no rain;strong;zero coverage;Non;DZAOUDZI;Labattoir;mouzdalifa;U;Tole;EH ;NO;"""NA""";NA;-12.787285;45.278403;"""NA""";"""NA""";NA;0;NA;21,1;27,8;0
NA;Site monitoring;CDC;82;23/07/2018;24/07/2018;10:35;9:38;strong;zero coverage;no rain;strong;zero coverage;Non;DZAOUDZI;Labattoir;mouzdalifa;U;Tole;EH ;NO;"""NA""";NA;-12.787285;45.278403;Culex;quinquefasciatus (pipiens);M;2;NA;21,1;27,8;0
NA;Site monitoring;CDC;82;23/07/2018;24/07/2018;10:35;9:38;strong;zero coverage;no rain;strong;zero coverage;Non;DZAOUDZI;Labattoir;mouzdalifa;U;Tole;EH ;NO;"""NA""";NA;-12.787285;45.278403;Culex;quinquefasciatus (pipiens);F;8;NA;21,1;27,8;0
NA;Site monitoring;CDC;70;23/07/2018;24/07/2018;11:00;9:51;strong;zero coverage;no rain;strong;zero coverage;Non;DZAOUDZI;Labattoir;mouzdalifa;U;Béton;IH;NO;"""NA""";NA;-12.78403;45.278616;Culex;quinquefasciatus (pipiens);F;1;NA;21,1;27,8;0
NA;Site monitoring;CDC;3;23/07/2018;24/07/2018;11:05;9:50;strong;zero coverage;no rain;strong;zero coverage;Non;DZAOUDZI;Labattoir;mouzdalifa;U;Béton;EH ;NO;"""NA""";NA;-12.78403;45.278616;Culex;quinquefasciatus (pipiens);F;2;NA;21,1;27,8;0
NA;Site monitoring;CDC;34;26/07/2018;27/07/2018;10:30;9:48;Medium;zero coverage;no rain;low;high coverage;Non;MAMOUDZOU;Cavani Mamoudzou;Rue de briquetteri;U;Béton;IH;YES;25/07/2018;NA;-12.78201;45.220928;Culex;quinquefasciatus (pipiens);M;6;NA;21,4;26,4;0
NA;Site monitoring;CDC;34;26/07/2018;27/07/2018;10:30;9:48;Medium;zero coverage;no rain;low;high coverage;Non;MAMOUDZOU;Cavani Mamoudzou;Rue de briquetteri;U;Béton;IH;YES;25/07/2018;NA;-12.78201;45.220928;Culex;quinquefasciatus (pipiens);F;4;3;21,4;26,4;0
NA;Site monitoring;CDC;29;26/07/2018;27/07/2018;10:35;9:52;Medium;zero coverage;no rain;low;high coverage;Non;MAMOUDZOU;Cavani Mamoudzou;Rue de briquetteri;U;Béton;EH ;YES;25/07/2018;NA;-12.78201;45.220928;"""NA""";"""NA""";NA;0;NA;21,4;26,4;0
NA;Site monitoring;CDC;82;26/07/2018;27/07/2018;11:05;10:20;Medium;zero coverage;no rain;low;high coverage;Non;MAMOUDZOU;Cavani Mamoudzou;Rue de briquetteri;U;Tole;IH;NO;"""NA""";NA;-12.781987;45.221019;Culex;quinquefasciatus (pipiens);M;3;NA;21,4;26,4;0
NA;Site monitoring;CDC;82;26/07/2018;27/07/2018;11:05;10:20;Medium;zero coverage;no rain;low;high coverage;Non;MAMOUDZOU;Cavani Mamoudzou;Rue de briquetteri;U;Tole;IH;NO;"""NA""";NA;-12.781987;45.221019;Culex;quinquefasciatus (pipiens);F;4;NA;21,4;26,4;0
NA;Site monitoring;CDC;77;26/07/2018;27/07/2018;11:10;10:25;Medium;zero coverage;no rain;low;high coverage;Non;MAMOUDZOU;Cavani Mamoudzou;Rue de briquetteri;U;Tole;EH ;NO;"""NA""";NA;-12.781987;45.221019;"""NA""";"""NA""";NA;0;NA;21,4;26,4;0
NA;Site monitoring;CDC;39;26/07/2018;27/07/2018;11:25;10:45;Medium;zero coverage;no rain;low;high coverage;Non;MAMOUDZOU;Cavani Mamoudzou;Rue de briquetteri;U;Tole;IH;NO;"""NA""";NA;-12.781817;45.220644;Culex;quinquefasciatus (pipiens);F;5;NA;21,4;26,4;0
NA;Site monitoring;CDC;32;26/07/2018;27/07/2018;11:30;10:50;Medium;zero coverage;no rain;low;high coverage;Non;MAMOUDZOU;Cavani Mamoudzou;Rue de briquetteri;U;Tole;EH ;NO;"""NA""";NA;-12.781817;45.220644;Culex;quinquefasciatus (pipiens);M;4;NA;21,4;26,4;0
NA;Site monitoring;CDC;32;26/07/2018;27/07/2018;11:30;10:50;Medium;zero coverage;no rain;low;high coverage;Non;MAMOUDZOU;Cavani Mamoudzou;Rue de briquetteri;U;Tole;EH ;NO;"""NA""";NA;-12.781817;45.220644;Culex;quinquefasciatus (pipiens);F;10;NA;21,4;26,4;0
NA;Site monitoring;CDC;23;26/07/2018;27/07/2018;11:50;11:15;Medium;zero coverage;no rain;low;high coverage;Non;MAMOUDZOU;Cavani Mamoudzou;Rue de briquetteri;U;Béton;IH;NO;"""NA""";NA;-12.781889;45.221096;Culex;quinquefasciatus (pipiens);M;7;NA;21,4;26,4;0
NA;Site monitoring;CDC;23;26/07/2018;27/07/2018;11:50;11:15;Medium;zero coverage;no rain;low;high coverage;Non;MAMOUDZOU;Cavani Mamoudzou;Rue de briquetteri;U;Béton;IH;NO;"""NA""";NA;-12.781889;45.221096;Culex;quinquefasciatus (pipiens);F;9;2;21,4;26,4;0
NA;Site monitoring;CDC;15;26/07/2018;27/07/2018;11:55;11:20;Medium;zero coverage;no rain;low;high coverage;Non;MAMOUDZOU;Cavani Mamoudzou;Rue de briquetteri;U;Béton;EH ;NO;"""NA""";NA;-12.781889;45.221096;Culex;quinquefasciatus (pipiens);F;1;NA;21,4;26,4;0
NA;Site monitoring;CDC;57;26/07/2018;27/07/2018;12:20;11:15;Medium;zero coverage;no rain;low;high coverage;Non;MAMOUDZOU;Cavani Mamoudzou;Rue de briquetteri;U;Béton;IH;NO;"""NA""";NA;-12.789907;45.220859;Culex;quinquefasciatus (pipiens);M;1;NA;21,4;26,4;0
NA;Site monitoring;CDC;57;26/07/2018;27/07/2018;12:20;11:15;Medium;zero coverage;no rain;low;high coverage;Non;MAMOUDZOU;Cavani Mamoudzou;Rue de briquetteri;U;Béton;IH;NO;"""NA""";NA;-12.789907;45.220859;Culex;quinquefasciatus (pipiens);F;1;1;21,4;26,4;0
NA;Site monitoring;CDC;55;26/07/2018;27/07/2018;12:25;11:20;Medium;zero coverage;no rain;low;high coverage;Non;MAMOUDZOU;Cavani Mamoudzou;Rue de briquetteri;U;Béton;EH ;NO;"""NA""";NA;-12.789907;45.220859;Culex;quinquefasciatus (pipiens);F;5;NA;21,4;26,4;0
NA;Site monitoring;CDC;2;08/08/2018;09/08/2018;11:15;11:25;strong;zero coverage;no rain;No wind;zero coverage;Non;DZAOUDZI;Labattoir;Lavigie;PU;Béton;IH;NO;"""NA""";NA;45.2822;-12.788593;Culex;quinquefasciatus (pipiens);M;7;NA;21,3;29,2;0.2
NA;Site monitoring;CDC;2;08/08/2018;09/08/2018;11:15;11:25;strong;zero coverage;no rain;No wind;zero coverage;Non;DZAOUDZI;Labattoir;Lavigie;PU;Béton;IH;NO;"""NA""";NA;45.2822;-12.788593;Culex;quinquefasciatus (pipiens);F;11;NA;21,3;29,2;0.2
NA;Site monitoring;CDC;32;08/08/2018;09/08/2018;11:20;11:30;strong;zero coverage;no rain;No wind;zero coverage;Non;DZAOUDZI;Labattoir;Lavigie;PU;Béton;EH ;NO;"""NA""";NA;45.2822;-12.788593;Culex;quinquefasciatus (pipiens);M;9;NA;21,3;29,2;0.2
NA;Site monitoring;CDC;32;08/08/2018;09/08/2018;11:20;11:30;strong;zero coverage;no rain;No wind;zero coverage;Non;DZAOUDZI;Labattoir;Lavigie;PU;Béton;EH ;NO;"""NA""";NA;45.2822;-12.788593;Culex;quinquefasciatus (pipiens);F;3;NA;21,3;29,2;0.2
NA;Site monitoring;CDC;4;08/08/2018;09/08/2018;11:35;12:15;strong;zero coverage;no rain;No wind;zero coverage;Non;DZAOUDZI;Labattoir;Lavigie;PU;Béton;IH;NO;"""NA""";NA;45.282489;-12.788683;"""NA""";"""NA""";NA;0;NA;21,3;29,2;0.2
NA;Site monitoring;CDC;45;08/08/2018;09/08/2018;11:40;12:20;strong;zero coverage;no rain;No wind;zero coverage;Non;DZAOUDZI;Labattoir;Lavigie;PU;Béton;EH ;NO;"""NA""";NA;45.282489;-12.788683;Culex;quinquefasciatus (pipiens);M;1;NA;21,3;29,2;0.2
NA;Site monitoring;CDC;57;08/08/2018;09/08/2018;11:50;12:50;strong;zero coverage;no rain;No wind;zero coverage;Non;DZAOUDZI;Labattoir;Lavigie;PU;Tole;IH;NO;"""NA""";NA;45.282058;-12.788719;Culex;quinquefasciatus (pipiens);M;1;NA;21,3;29,2;0.2
NA;Site monitoring;CDC;55;08/08/2018;09/08/2018;11:55;12:25;strong;zero coverage;no rain;No wind;zero coverage;Non;DZAOUDZI;Labattoir;Lavigie;PU;Tole;EH ;NO;"""NA""";NA;45.282058;-12.788719;Culex;quinquefasciatus (pipiens);M;3;NA;21,3;29,2;0.2
NA;Site monitoring;CDC;55;08/08/2018;09/08/2018;11:55;12:25;strong;zero coverage;no rain;No wind;zero coverage;Non;DZAOUDZI;Labattoir;Lavigie;PU;Tole;EH ;NO;"""NA""";NA;45.282058;-12.788719;Culex;quinquefasciatus (pipiens);F;15;NA;21,3;29,2;0.2
NA;Site monitoring;CDC;39;08/08/2018;09/08/2018;12:05;13:30;strong;zero coverage;no rain;No wind;zero coverage;Non;DZAOUDZI;Labattoir;Lavigie;PU;Béton;IH;NO;"""NA""";NA;45.281954;-12.788905;Culex;quinquefasciatus (pipiens);M;3;NA;21,3;29,2;0.2
NA;Site monitoring;CDC;15;08/08/2018;09/08/2018;12:10;13:35;strong;zero coverage;no rain;No wind;zero coverage;Non;DZAOUDZI;Labattoir;Lavigie;PU;Béton;EH ;NO;"""NA""";NA;45.281954;-12.788905;Culex;quinquefasciatus (pipiens);M;2;NA;21,3;29,2;0.2
NA;Site monitoring;CDC;15;08/08/2018;09/08/2018;12:10;13:35;strong;zero coverage;no rain;No wind;zero coverage;Non;DZAOUDZI;Labattoir;Lavigie;PU;Béton;EH ;NO;"""NA""";NA;45.281954;-12.788905;Culex;quinquefasciatus (pipiens);F;3;NA;21,3;29,2;0.2
NA;Site monitoring;CDC;29;08/08/2018;09/08/2018;12:15;14:05;strong;zero coverage;no rain;No wind;zero coverage;Non;DZAOUDZI;Labattoir;Lavigie;PU;Béton;IH;NO;"""NA""";NA;45.282024;-12.788931;Culex;quinquefasciatus (pipiens);M;2;NA;21,3;29,2;0.2
NA;Site monitoring;CDC;29;08/08/2018;09/08/2018;12:15;14:05;strong;zero coverage;no rain;No wind;zero coverage;Non;DZAOUDZI;Labattoir;Lavigie;PU;Béton;IH;NO;"""NA""";NA;45.282024;-12.788931;Culex;quinquefasciatus (pipiens);F;3;NA;21,3;29,2;0.2
NA;Site monitoring;CDC;34;08/08/2018;09/08/2018;12:20;14:10;strong;zero coverage;no rain;No wind;zero coverage;Non;DZAOUDZI;Labattoir;Lavigie;PU;Béton;EH ;NO;"""NA""";NA;45.282024;-12.788931;"""NA""";"""NA""";NA;0;NA;21,3;29,2;0.2
NA;Site monitoring;CDC;AP O;13/08/2018;14/08/2018;10:10;9:50;strong;zero coverage;no rain;Medium;zero coverage;Non;CHIRONGUI;M'Ramadoudou;Mframpéni;U;Béton;IH;NO;11/08/2018;NA;45.153425;-12.92909;Culex;quinquefasciatus (pipiens);M;1;NA;17,8;28,4;0
NA;Site monitoring;CDC;F48;13/08/2018;14/08/2018;10:20;9:55;strong;zero coverage;no rain;Medium;zero coverage;Non;CHIRONGUI;M'Ramadoudou;Mframpéni;U;Béton;EH ;NO;11/08/2018;NA;45.153425;-12.92909;"""NA""";"""NA""";NA;NA;NA;17,8;28,4;0
NA;Site monitoring;CDC;K18;13/08/2018;14/08/2018;10:27;10:00;strong;zero coverage;no rain;Medium;zero coverage;Non;CHIRONGUI;M'Ramadoudou;Mframpéni;U;Béton;IH;NO;11/08/2018;NA;45.15332;-12.92905;Culex;quinquefasciatus (pipiens);M;1;NA;17,8;28,4;0
NA;Site monitoring;CDC;AP O36;13/08/2018;14/08/2018;10:35;10:05;strong;zero coverage;no rain;Medium;zero coverage;Non;CHIRONGUI;M'Ramadoudou;Mframpéni;U;Béton;EH ;NO;11/08/2018;NA;45.15332;-12.92905;Culex;quinquefasciatus (pipiens);F;1;NA;17,8;28,4;0
NA;Site monitoring;CDC;J75;13/08/2018;14/08/2018;10:40;10:15;strong;zero coverage;no rain;Medium;zero coverage;Non;CHIRONGUI;M'Ramadoudou;Mframpéni;U;Béton;IH;NO;11/08/2018;NA;45.15355;-12.92892;"""NA""";"""NA""";NA;NA;NA;17,8;28,4;0
NA;Site monitoring;CDC;AM51;13/08/2018;14/08/2018;10:45;10:20;strong;zero coverage;no rain;Medium;zero coverage;Non;CHIRONGUI;M'Ramadoudou;Mframpéni;U;Béton;IH;NO;11/08/2018;NA;45.15355;-12.92892;"""NA""";"""NA""";NA;NA;NA;17,8;28,4;0
NA;Site monitoring;CDC;OI23;13/08/2018;14/08/2018;10:50;10:25;strong;zero coverage;no rain;Medium;zero coverage;Non;CHIRONGUI;M'Ramadoudou;Mframpéni;U;Tole;IH;NO;11/08/2018;NA;45.15355;-12.92892;Culex;quinquefasciatus (pipiens);M;11;NA;17,8;28,4;0
NA;Site monitoring;CDC;OI23;13/08/2018;14/08/2018;10:50;10:25;strong;zero coverage;no rain;Medium;zero coverage;Non;CHIRONGUI;M'Ramadoudou;Mframpéni;U;Tole;IH;NO;"""NA""";NA;45.15355;-12.92892;Culex;quinquefasciatus (pipiens);F;14;NA;17,8;28,4;0
NA;Site monitoring;CDC;OI8;13/08/2018;14/08/2018;10:55;10:20;strong;zero coverage;no rain;Medium;zero coverage;Non;CHIRONGUI;M'Ramadoudou;Mframpéni;U;Tole;IH;NO;"""NA""";NA;45.15355;-12.92892;Culex;quinquefasciatus (pipiens);M;3;NA;17,8;28,4;0
NA;Site monitoring;CDC;OI8;13/08/2018;14/08/2018;10:55;10:20;strong;zero coverage;no rain;Medium;zero coverage;Non;CHIRONGUI;M'Ramadoudou;Mframpéni;U;Tole;IH;NO;"""NA""";NA;45.15355;-12.92892;Culex;quinquefasciatus (pipiens);F;7;NA;17,8;28,4;0
NA;Site monitoring;CDC;AF77;13/08/2018;14/08/2018;11:00;10:35;strong;zero coverage;no rain;Medium;zero coverage;Non;CHIRONGUI;M'Ramadoudou;Mframpéni;U;Béton;IH;NO;"""NA""";NA;45.928897;-12.153175;"""NA""";"""NA""";NA;NA;NA;17,8;28,4;0
NA;Site monitoring;CDC;R55;13/08/2018;14/08/2018;11:10;10:40;strong;zero coverage;no rain;Medium;zero coverage;Non;CHIRONGUI;M'Ramadoudou;Mframpéni;U;Béton;IH;NO;"""NA""";NA;45.928897;-12.153175;"""NA""";"""NA""";NA;NA;NA;17,8;28,4;0
NA;Site monitoring;CDC;S16;13/08/2018;14/08/2018;10:50;9:30;Medium;zero coverage;no rain;Medium;low coverage;Non;OUANGANI;Kahani;quartier lycée;PU;Béton;IH;NO;10/08/2018;NA;45.13111;-12.82334;"""NA""";"""NA""";NA;NA;NA;17,8;28,4;0
NA;Site monitoring;CDC;H4;13/08/2018;14/08/2018;10:55;9:30;Medium;zero coverage;no rain;Medium;low coverage;Non;OUANGANI;Kahani;quartier lycée;PU;Béton;IH;NO;10/08/2018;NA;45.13111;-12.82334;"""NA""";"""NA""";NA;NA;NA;17,8;28,4;0
NA;Site monitoring;CDC;AE21;13/08/2018;14/08/2018;11:11;9:45;Medium;zero coverage;no rain;Medium;low coverage;Non;OUANGANI;Kahani;quartier lycée;PU;Béton;IH;NO;10/08/2018;NA;45.131075;-12.82339;"""NA""";"""NA""";NA;NA;NA;17,8;28,4;0
NA;Site monitoring;CDC;W17;13/08/2018;14/08/2018;11:20;9:45;Medium;zero coverage;no rain;Medium;low coverage;Non;OUANGANI;Kahani;quartier lycée;PU;Béton;EH ;NO;10/08/2018;NA;45.131075;-12.82339;"""NA""";"""NA""";NA;NA;NA;17,8;28,4;0
NA;Site monitoring;CDC;12;13/08/2018;14/08/2018;11:30;10:00;Medium;zero coverage;no rain;Medium;low coverage;Non;OUANGANI;Kahani;quartier lycée;U;Naturel (Terre, bois, etc);IH;NO;"""NA""";NA;45.131117;-12.823695;Culex;quinquefasciatus (pipiens);M;1;NA;17,8;28,4;0
NA;Site monitoring;CDC;V3;13/08/2018;14/08/2018;11:30;10:00;Medium;zero coverage;no rain;Medium;low coverage;Non;OUANGANI;Kahani;quartier lycée;U;Naturel (Terre, bois, etc);IH;NO;"""NA""";NA;45.131117;-12.823695;"""NA""";"""NA""";NA;NA;NA;17,8;28,4;0
NA;Site monitoring;CDC;A458;13/08/2018;14/08/2018;12:10;10:15;Medium;zero coverage;no rain;Medium;low coverage;Non;OUANGANI;Kahani;quartier lycée;U;Béton;IH;NO;"""NA""";NA;45.131555;-12.823708;"""NA""";"""NA""";NA;NA;NA;17,8;28,4;0
NA;Site monitoring;CDC;G14;13/08/2018;14/08/2018;10:15;10:15;Medium;zero coverage;no rain;Medium;low coverage;Non;OUANGANI;Kahani;quartier lycée;U;Béton;EH ;NO;"""NA""";NA;45.131555;-12.823708;Culex;quinquefasciatus (pipiens);M;1;NA;17,8;28,4;0
NA;Site monitoring;CDC;J47;07/09/2018;08/09/2018;10:10;9:20;low;low coverage;no rain;No wind;zero coverage;Non;SADA;Sada;NA;U;Béton;IH;NO;"""NA""";NA;45.09792;-12.853253;"""NA""";"""NA""";NA;NA;NA;18,5;29,9;0.2
NA;Site monitoring;CDC;AN15;07/09/2018;08/09/2018;10:10;9:20;low;low coverage;no rain;No wind;zero coverage;Non;SADA;Sada;NA;U;Béton;IH;NO;"""NA""";NA;45.09792;-12.853253;Culex;quinquefasciatus (pipiens);M;3;NA;18,5;29,9;0.2
NA;Site monitoring;CDC;AN15;07/09/2018;08/09/2018;10:10;9:20;low;low coverage;no rain;No wind;zero coverage;Non;SADA;Sada;NA;U;Béton;IH;NO;"""NA""";NA;45.09792;-12.853253;Culex;quinquefasciatus (pipiens);F;10;NA;18,5;29,9;0.2
NA;Site monitoring;CDC;W87;07/09/2018;08/09/2018;10:20;9:30;low;low coverage;no rain;No wind;zero coverage;Non;SADA;Sada;NA;U;Béton;IH;NO;"""NA""";NA;45.097923;-12.85316;Culex;quinquefasciatus (pipiens);M;7;NA;18,5;29,9;0.2
NA;Site monitoring;CDC;W87;07/09/2018;08/09/2018;10:20;9:30;low;low coverage;no rain;No wind;zero coverage;Non;SADA;Sada;NA;U;Béton;IH;NO;"""NA""";NA;45.097923;-12.85316;Culex;quinquefasciatus (pipiens);F;11;NA;18,5;29,9;0.2
NA;Site monitoring;CDC;PP34;07/09/2018;08/09/2018;10:20;9:31;low;low coverage;no rain;No wind;zero coverage;Non;SADA;Sada;NA;U;Béton;EH ;NO;"""NA""";NA;45.097923;-12.85316;"""NA""";"""NA""";NA;NA;NA;18,5;29,9;0.2
NA;Site monitoring;CDC;S57;07/09/2018;08/09/2018;10:30;9:40;low;low coverage;no rain;No wind;zero coverage;Non;SADA;Sada;NA;U;Béton;EH ;NO;"""NA""";NA;45.098057;-12852902;"""NA""";"""NA""";NA;NA;NA;18,5;29,9;0.2
NA;Site monitoring;CDC;H39;07/09/2018;08/09/2018;10:30;9:40;low;low coverage;no rain;No wind;zero coverage;Non;SADA;Sada;NA;U;Béton;EH ;NO;"""NA""";NA;45.098057;-12852902;"""NA""";"""NA""";NA;NA;NA;18,5;29,9;0.2
NA;Site monitoring;CDC;K75;07/09/2018;08/09/2018;10:40;9:50;low;low coverage;no rain;No wind;zero coverage;Non;SADA;Sada;NA;U;Béton;IH;NO;"""NA""";NA;45.098072;-12852717;Culex;quinquefasciatus (pipiens);M;7;NA;18,5;29,9;0.2
NA;Site monitoring;CDC;K75;07/09/2018;08/09/2018;10:40;9:50;low;low coverage;no rain;No wind;zero coverage;Non;SADA;Sada;NA;U;Béton;IH;NO;"""NA""";NA;45.098072;-12852717;Culex;quinquefasciatus (pipiens);F;2;NA;18,5;29,9;0.2
NA;Site monitoring;CDC;AB43;07/09/2018;08/09/2018;10:40;9:50;low;low coverage;no rain;No wind;zero coverage;Non;SADA;Sada;NA;U;Béton;EH ;NO;"""NA""";NA;45.098072;-12852717;"""NA""";"""NA""";NA;NA;NA;18,5;29,9;0.2
NA;Site monitoring;CDC;F3;07/09/2018;08/09/2018;10:50;10:00;low;low coverage;no rain;No wind;zero coverage;Non;SADA;Sada;NA;U;Béton;NA;NO;"""NA""";NA;45.098027;-12852775;Culex;quinquefasciatus (pipiens);F;1;NA;18,5;29,9;0.2
NA;Site monitoring;CDC;AP48;07/09/2018;08/09/2018;10:50;10:00;low;low coverage;no rain;No wind;zero coverage;Non;SADA;Sada;NA;U;Béton;NA;NO;"""NA""";NA;45.098027;-12852775;"""NA""";"""NA""";NA;NA;NA;18,5;29,9;0.2
NA;Site monitoring;CDC;J18;03/09/2018;04/09/2018;10:10;10:55;low;low coverage;no rain;low;zero coverage;Non;MAMOUDZOU;Kawéni;NA;PU;Tole;IH;NO;"""NA""";NA;45.222927;-12760053;Culex;quinquefasciatus (pipiens);M;7;NA;21;29,2;0
NA;Site monitoring;CDC;J18;03/09/2018;04/09/2018;10:10;10:55;low;low coverage;no rain;low;zero coverage;Non;MAMOUDZOU;Kawéni;NA;PU;Tole;IH;NO;"""NA""";NA;45.222927;-12760053;Culex;quinquefasciatus (pipiens);F;21;NA;21;29,2;0
NA;Site monitoring;CDC;AM36;03/09/2018;04/09/2018;10:10;10:56;low;low coverage;no rain;low;zero coverage;Non;MAMOUDZOU;Kawéni;NA;PU;Tole;EH ;NO;"""NA""";NA;45.222927;-12760053;Culex;quinquefasciatus (pipiens);M;2;NA;21;29,2;0
NA;Site monitoring;CDC;AM36;03/09/2018;04/09/2018;10:10;10:56;low;low coverage;no rain;low;zero coverage;Non;MAMOUDZOU;Kawéni;NA;PU;Tole;EH ;NO;"""NA""";NA;45.222927;-12760053;Culex;quinquefasciatus (pipiens);F;4;NA;21;29,2;0
NA;Site monitoring;CDC;K2;03/09/2018;04/09/2018;10:15;10:58;low;low coverage;no rain;low;zero coverage;Non;MAMOUDZOU;Kawéni;NA;PU;Tole;IH;NO;"""NA""";NA;45.222927;-12760053;"""NA""";"""NA""";NA;NA;NA;21;29,2;0
NA;Site monitoring;CDC;AP14;03/09/2018;04/09/2018;10:15;11:00;low;low coverage;no rain;low;zero coverage;Non;MAMOUDZOU;Kawéni;NA;PU;Tole;IH;NO;"""NA""";NA;45.222927;-12760053;Culex;quinquefasciatus (pipiens);M;1;NA;21;29,2;0
NA;Site monitoring;CDC;AP14;03/09/2018;04/09/2018;10:15;11:00;low;low coverage;no rain;low;zero coverage;Non;MAMOUDZOU;Kawéni;NA;PU;Tole;IH;NO;"""NA""";NA;45.222927;-12760053;Culex;quinquefasciatus (pipiens);F;6;NA;21;29,2;0
NA;Site monitoring;CDC;OI29;03/09/2018;04/09/2018;10:20;10:40;low;low coverage;no rain;low;zero coverage;Non;MAMOUDZOU;Kawéni;NA;PU;Tole;IH;NO;"""NA""";NA;45.222222;-12759813;Culex;quinquefasciatus (pipiens);M;17;NA;21;29,2;0
NA;Site monitoring;CDC;OI29;03/09/2018;04/09/2018;10:20;10:40;low;low coverage;no rain;low;zero coverage;Non;MAMOUDZOU;Kawéni;NA;PU;Tole;IH;NO;"""NA""";NA;45.222222;-12759813;Culex;quinquefasciatus (pipiens);F;29;NA;21;29,2;0
NA;Site monitoring;CDC;AF58;03/09/2018;04/09/2018;10:20;10:40;low;low coverage;no rain;low;zero coverage;Non;MAMOUDZOU;Kawéni;NA;PU;Tole;EH ;NO;"""NA""";NA;45.222222;-12759813;Culex;quinquefasciatus (pipiens);M;22;NA;21;29,2;0
NA;Site monitoring;CDC;AF58;03/09/2018;04/09/2018;10:20;10:20;low;low coverage;no rain;low;zero coverage;Non;MAMOUDZOU;Kawéni;NA;PU;Tole;EH ;NO;"""NA""";NA;45.222222;-12759813;Culex;quinquefasciatus (pipiens);F;49;NA;21;29,2;0
NA;Site monitoring;CDC;AF16;03/09/2018;04/09/2018;10:30;10:50;low;low coverage;no rain;low;zero coverage;Non;MAMOUDZOU;Kawéni;NA;PU;Tole;IH;NO;"""NA""";NA;45.22194;-12759863;"""NA""";"""NA""";NA;NA;NA;21;29,2;0
NA;Site monitoring;CDC;MO;03/09/2018;04/09/2018;10:30;10:50;low;low coverage;no rain;low;zero coverage;Non;MAMOUDZOU;Kawéni;NA;PU;Tole;EH ;NO;"""NA""";NA;45.22194;-12759863;Culex;quinquefasciatus (pipiens);M;13;NA;21;29,2;0
NA;Site monitoring;CDC;MO;03/09/2018;04/09/2018;10:30;10:50;low;low coverage;no rain;low;zero coverage;Non;MAMOUDZOU;Kawéni;NA;PU;Tole;EH ;NO;"""NA""";NA;45.22194;-12759863;Culex;quinquefasciatus (pipiens);F;3;NA;21;29,2;0
NA;Site monitoring;CDC;AP8;03/09/2018;04/09/2018;10:40;11:00;low;low coverage;no rain;low;zero coverage;Non;MAMOUDZOU;Kawéni;NA;PU;Tole;IH;NO;"""NA""";NA;45.222178;-12.75978;Culex;quinquefasciatus (pipiens);M;9;NA;21;29,2;0
NA;Site monitoring;CDC;AP8;03/09/2018;04/09/2018;10:40;11:00;low;low coverage;no rain;low;zero coverage;Non;MAMOUDZOU;Kawéni;NA;PU;Tole;IH;NO;"""NA""";NA;45.222178;-12.75978;Culex;quinquefasciatus (pipiens);F;15;NA;21;29,2;0
