trapping_N;Capture_frame;trap_type;trap_reference;the_date_of_Laying_the_Trap;statement_date;The_hour_of_laying_the_trap;statement_hour;Wind;Cloud_cover;Rain;wind_;cloud_cover_;rain_;Commune;Village;Said_neighborhood_place;Environnement;builinding_house_type;internal_external_situation;MIILD_presence;AID_last_date;observation;Y;X;Genre;Species;Gender;NB;whose_NB_throat?;TN;TX;RR
NA;Site monitoring;CDC;18;06/06/2018;07/06/2018;11:25;11:30;Medium;low coverage;no rain;Medium;zero coverage;Non;SADA;Mangajou;NA;U;Béton;EH ;YES;05/06/2018;NA;-12.843872;45.116774;"""NA""";"""NA""";NA;0;NA;20,7;30,8;0
NA;Site monitoring;CDC;14;06/06/2018;07/06/2018;11:55;11:50;Medium;low coverage;no rain;Medium;zero coverage;Non;SADA;Mangajou;NA;U;Béton;IH;NO;05/06/2018;NA;-12.843997;45.117059;"""NA""";NA;NA;0;NA;20,7;30,8;0
NA;Site monitoring;CDC;51;06/06/2018;07/06/2018;12:00;11:55;Medium;low coverage;no rain;Medium;zero coverage;Non;SADA;Mangajou;NA;U;Béton;EH ;NO;05/06/2018;NA;-12.843997;45.117059;Culex;quinquefasciatus (pipiens);M;1;NA;20,7;30,8;0
NA;Site monitoring;CDC;51;06/06/2018;07/06/2018;12:00;11:55;Medium;low coverage;no rain;Medium;zero coverage;Non;SADA;Mangajou;NA;U;Béton;EH ;NO;05/06/2018;NA;-12.843997;45.117059;Culex;quinquefasciatus (pipiens);F;1;NA;20,7;30,8;0
NA;Site monitoring;CDC;7;06/06/2018;07/06/2018;12:30;12:20;Medium;low coverage;no rain;Medium;zero coverage;Non;SADA;Mangajou;NA;U;Béton;IH;NO;05/06/2018;NA;-12.844523;45.117046;"""NA""";"""NA""";NA;0;NA;20,7;30,8;0
NA;Site monitoring;CDC;57;06/06/2018;07/06/2018;12:35;12:20;Medium;low coverage;no rain;Medium;zero coverage;Non;SADA;Mangajou;NA;U;Béton;EH ;NO;05/06/2018;NA;-12.844523;45.117046;"""NA""";"""NA""";NA;0;NA;20,7;30,8;0
NA;Site monitoring;CDC;70;04/06/2018;05/06/2018;11:50;10:45;Medium;low coverage;no rain;Medium;low coverage;Non;PAMANDZI;Pamandzi;quartier maliki;PU;Béton;IH;NO;"""NA""";NA;-12.78858;45.281618;"""NA""";"""NA""";NA;0;NA;25,3;30,1;0,2
NA;Site monitoring;CDC;29;04/06/2018;05/06/2018;11:50;10:45;Medium;low coverage;no rain;Medium;low coverage;Non;PAMANDZI;Pamandzi;quartier maliki;PU;Béton;EH ;NO;"""NA""";NA;-12.78858;45.281618;"""NA""";"""NA""";NA;0;NA;25,3;30,1;0,2
NA;Site monitoring;CDC;47;04/06/2018;05/06/2018;12:05;11:05;Medium;low coverage;no rain;Medium;low coverage;Non;PAMANDZI;Pamandzi;quartier maliki;PU;Béton;IH;NO;"""NA""";NA;-12.789102;45.281455;Culex;quinquefasciatus (pipiens);M;1;NA;25,3;30,1;0,2
NA;Site monitoring;CDC;47;04/06/2018;05/06/2018;12:05;11:05;Medium;low coverage;no rain;Medium;low coverage;Non;PAMANDZI;Pamandzi;quartier maliki;PU;Béton;IH;NO;"""NA""";NA;-12.789102;45.281455;Culex;quinquefasciatus (pipiens);F;1;NA;25,3;30,1;0,2
NA;Site monitoring;CDC;16;04/06/2018;05/06/2018;12:05;11:05;Medium;low coverage;no rain;Medium;low coverage;Non;PAMANDZI;Pamandzi;quartier maliki;PU;Béton;EH ;NO;"""NA""";NA;-12.789102;45.281455;Culex;quinquefasciatus (pipiens);M;1;NA;25,3;30,1;0,2
NA;Site monitoring;CDC;16;04/06/2018;05/06/2018;12:05;11:05;Medium;low coverage;no rain;Medium;low coverage;Non;PAMANDZI;Pamandzi;quartier maliki;PU;Béton;EH ;NO;"""NA""";NA;-12.789102;45.281455;Culex;quinquefasciatus (pipiens);F;2;NA;25,3;30,1;0,2
NA;Site monitoring;CDC;16;04/06/2018;05/06/2018;12:05;11:05;Medium;low coverage;no rain;Medium;low coverage;Non;PAMANDZI;Pamandzi;quartier maliki;PU;Béton;EH ;NO;"""NA""";NA;-12.789102;45.281455;Aedes;albopictus;M;1;NA;25,3;30,1;0,2
NA;Site monitoring;CDC;27;04/06/2018;05/06/2018;12:25;10:20;Medium;low coverage;no rain;Medium;low coverage;Non;PAMANDZI;Pamandzi;quartier maliki;PU;Tole;IH;NO;"""NA""";NA;-12.78938;45.28208;Culex;quinquefasciatus (pipiens);M;1;NA;25,3;30,1;0,2
NA;Site monitoring;CDC;27;04/06/2018;05/06/2018;12:25;10:20;Medium;low coverage;no rain;Medium;low coverage;Non;PAMANDZI;Pamandzi;quartier maliki;PU;Tole;IH;NO;"""NA""";NA;-12.78938;45.28208;Culex;quinquefasciatus (pipiens);F;2;NA;25,3;30,1;0,2
NA;Site monitoring;CDC;2;04/06/2018;05/06/2018;12:25;10:25;Medium;low coverage;no rain;Medium;low coverage;Non;PAMANDZI;Pamandzi;quartier maliki;PU;Tole;IH;NO;"""NA""";NA;-12.78938;45.28208;"""NA""";"""NA""";NA;0;NA;25,3;30,1;0,2
NA;Site monitoring;CDC;8;04/06/2018;05/06/2018;10:20;11:20;Medium;zero coverage;no rain;strong;zero coverage;Non;MTSANGAMOUJI;Chembenyoumba;24 rue de la cariere;U;Tole;IH;NO;"""NA""";NA;-12.764584;45.077204;"""NA""";"""NA""";NA;0;NA;19,8;32,2;5.4
NA;Site monitoring;CDC;23;04/06/2018;05/06/2018;10:25;11:25;Medium;zero coverage;no rain;strong;zero coverage;Non;MTSANGAMOUJI;Chembenyoumba;24 rue de la cariere;U;Tole;EH ;NO;"""NA""";NA;-12.764584;45.077204;"""NA""";"""NA""";NA;0;NA;19,8;32,2;5.4
NA;Site monitoring;CDC;45;04/06/2018;05/06/2018;10:40;11:40;Medium;zero coverage;no rain;strong;zero coverage;Non;MTSANGAMOUJI;Chembenyoumba;24 rue de la cariere;U;Béton;IH;NO;"""NA""";NA;-12.76464;45.077346;"""NA""";"""NA""";NA;0;NA;19,8;32,2;5.4
NA;Site monitoring;CDC;3;04/06/2018;05/06/2018;10:50;11:45;Medium;zero coverage;no rain;strong;zero coverage;Non;MTSANGAMOUJI;Chembenyoumba;24 rue de la cariere;U;Béton;EH ;NO;"""NA""";NA;-12.76464;45.077346;Culex;quinquefasciatus (pipiens);M;1;NA;19,8;32,2;5.4
NA;Site monitoring;CDC;34;04/06/2018;05/06/2018;9:30;10:20;Medium;zero coverage;no rain;strong;zero coverage;Non;MTSANGAMOUJI;Chembenyoumba;24 rue de la cariere;U;Tole;IH;NO;04/06/2018;NA;-12.764713;45.0777;Culex;quinquefasciatus (pipiens);M;2;NA;19,8;32,2;5.4
NA;Site monitoring;CDC;24;04/06/2018;05/06/2018;9:35;10:40;Medium;zero coverage;no rain;strong;zero coverage;Non;MTSANGAMOUJI;Chembenyoumba;24 rue de la cariere;U;Tole;EH ;NO;04/06/2018;NA;-12.764713;45.0777;"""NA""";"""NA""";NA;0;NA;19,8;32,2;5.4
NA;Site monitoring;CDC;31;04/06/2018;05/06/2018;9:50;10:55;Medium;zero coverage;no rain;strong;zero coverage;Non;MTSANGAMOUJI;Chembenyoumba;24 rue de la cariere;U;Béton;IH;NO;04/06/2018;NA;-12.764712;45.07758;"""NA""";"""NA""";NA;0;NA;19,8;32,2;5.4
NA;Site monitoring;CDC;0;04/06/2018;05/06/2018;9:55;10:58;Medium;zero coverage;no rain;strong;zero coverage;Non;MTSANGAMOUJI;Chembenyoumba;24 rue de la cariere;U;Béton;EH ;NO;04/06/2018;NA;-12.764712;45.07758;Culex;quinquefasciatus (pipiens);M;1;NA;19,8;32,2;5.4
NA;Site monitoring;CDC;34;11/06/2018;12/06/2018;11:15;9:00;low;mean coverage;no rain;strong;zero coverage;Non;MAMOUDZOU;Cavani;cavani mtsapere;U;Béton;IH;NO;"""NA""";NA;-12.784613;45.218407;Culex;quinquefasciatus (pipiens);M;9;NA;21,3;27,2;0
NA;Site monitoring;CDC;34;11/06/2018;12/06/2018;11:15;9:00;low;mean coverage;no rain;strong;zero coverage;Non;MAMOUDZOU;Cavani;cavani mtsapere;U;Béton;IH;NO;"""NA""";NA;-12.784613;45.218407;Culex;quinquefasciatus (pipiens);F;4;NA;21,3;27,2;0
NA;Site monitoring;CDC;18;11/06/2018;12/06/2018;11:15;9:05;low;mean coverage;no rain;strong;zero coverage;Non;MAMOUDZOU;Cavani;cavani mtsapere;U;Béton;EH ;NO;"""NA""";NA;-12.784613;45.218407;"""NA""";"""NA""";NA;0;NA;21,3;27,2;0
NA;Site monitoring;CDC;70;11/06/2018;12/06/2018;11:35;9:30;low;mean coverage;no rain;strong;zero coverage;Non;MAMOUDZOU;Cavani;cavani mtsapere;U;Béton;IH;NO;"""NA""";NA;-12.784758;45.218535;Culex;quinquefasciatus (pipiens);M;2;NA;21,3;27,2;0
NA;Site monitoring;CDC;70;11/06/2018;12/06/2018;11:35;9:30;low;mean coverage;no rain;strong;zero coverage;Non;MAMOUDZOU;Cavani;cavani mtsapere;U;Béton;IH;NO;"""NA""";NA;-12.784758;45.218535;Culex;quinquefasciatus (pipiens);F;1;NA;21,3;27,2;0
NA;Site monitoring;CDC;47;11/06/2018;12/06/2018;11:35;9:30;low;mean coverage;no rain;strong;zero coverage;Non;MAMOUDZOU;Cavani;cavani mtsapere;U;Béton;EH ;NO;"""NA""";NA;-12.784758;45.218535;Culex;"""NA""";NA;0;NA;21,3;27,2;0
NA;Site monitoring;CDC;1;11/06/2018;12/06/2018;12:00;9:45;low;mean coverage;no rain;strong;zero coverage;Non;MAMOUDZOU;Cavani;cavani mtsapere;U;Béton;IH;NO;"""NA""";NA;-12.784453;45.218545;Culex;quinquefasciatus (pipiens);M;2;NA;21,3;27,2;0
NA;Site monitoring;CDC;1;11/06/2018;12/06/2018;12:00;9:45;low;mean coverage;no rain;strong;zero coverage;Non;MAMOUDZOU;Cavani;cavani mtsapere;U;Béton;IH;NO;"""NA""";NA;-12.784453;45.218545;Culex;quinquefasciatus (pipiens);F;4;2;21,3;27,2;0
NA;Site monitoring;CDC;29;11/06/2018;12/06/2018;12:00;9:50;low;mean coverage;no rain;strong;zero coverage;Non;MAMOUDZOU;Cavani;cavani mtsapere;U;Béton;EH ;NO;"""NA""";NA;-12.784453;45.218545;Culex;quinquefasciatus (pipiens);M;1;NA;21,3;27,2;0
NA;Site monitoring;CDC;29;11/06/2018;12/06/2018;12:00;9:50;low;mean coverage;no rain;strong;zero coverage;Non;MAMOUDZOU;Cavani;cavani mtsapere;U;Béton;EH ;NO;"""NA""";NA;-12.784453;45.218545;Culex;quinquefasciatus (pipiens);F;2;NA;21,3;27,2;0
NA;Site monitoring;CDC;29;11/06/2018;12/06/2018;12:00;12:50;low;mean coverage;no rain;strong;zero coverage;Non;MAMOUDZOU;Cavani;cavani mtsapere;U;Béton;EH ;NO;"""NA""";NA;-12.784453;45.218545;Aedes;albopictus;M;1;NA;21,3;27,2;0
NA;Site monitoring;CDC;82;11/06/2018;12/06/2018;12:20;10:00;low;mean coverage;no rain;strong;zero coverage;Non;MAMOUDZOU;Cavani;cavani mtsapere;U;Tole;IH;NO;"""NA""";NA;-12.784372;45.218538;Culex;quinquefasciatus (pipiens);M;2;NA;21,3;27,2;0
NA;Site monitoring;CDC;82;11/06/2018;12/06/2018;12:20;10:00;low;mean coverage;no rain;strong;zero coverage;Non;MAMOUDZOU;Cavani;cavani mtsapere;U;Tole;IH;NO;"""NA""";NA;-12.784372;45.218538;Culex;quinquefasciatus (pipiens);F;3;NA;21,3;27,2;0
NA;Site monitoring;CDC;24;11/06/2018;12/06/2018;12:20;10:05;low;mean coverage;no rain;strong;zero coverage;Non;MAMOUDZOU;Cavani;cavani mtsapere;U;Tole;EH ;NO;"""NA""";NA;-12.784372;45.218538;Culex;quinquefasciatus (pipiens);M;2;NA;21,3;27,2;0
NA;Site monitoring;CDC;24;11/06/2018;12/06/2018;12:20;10:05;low;mean coverage;no rain;strong;zero coverage;Non;MAMOUDZOU;Kawéni;cavani mtsapere;U;Tole;EH ;NO;"""NA""";NA;-12.784372;45.218538;Culex;quinquefasciatus (pipiens);F;5;NA;21,3;27,2;0
NA;Site monitoring;CDC;32;18/06/2018;19/06/2018;10:30;10:40;Medium;mean coverage;no rain;Medium;mean coverage;Fine;MAMOUDZOU;Kawéni;bandrajou;PU;Tole;IH;YES;18/06/2018;NA;-12.769082;45.218001;Culex;quinquefasciatus (pipiens);M;1;NA;20,6;29;0
NA;Site monitoring;CDC;32;18/06/2018;19/06/2018;10:30;10:40;Medium;mean coverage;no rain;Medium;mean coverage;Fine;MAMOUDZOU;Kawéni;bandrajou;PU;Tole;IH;YES;18/06/2018;NA;-12.769082;45.218001;Culex;quinquefasciatus (pipiens);F;3;NA;20,6;29;0
NA;Site monitoring;CDC;48;18/06/2018;19/06/2018;10:35;10:45;Medium;mean coverage;no rain;Medium;mean coverage;Fine;MAMOUDZOU;Kawéni;bandrajou;PU;Tole;EH ;YES;18/06/2018;NA;-12.769082;45.218001;Culex;quinquefasciatus (pipiens);M;1;NA;20,6;29;0
NA;Site monitoring;CDC;48;18/06/2018;19/06/2018;10:30;10:45;Medium;mean coverage;no rain;Medium;mean coverage;Fine;MAMOUDZOU;Kawéni;bandrajou;PU;Tole;EH ;YES;18/06/2018;NA;-12.769082;45.218001;Culex;quinquefasciatus (pipiens);F;14;3;20,6;29;0
NA;Site monitoring;CDC;4;18/06/2018;19/06/2018;11:00;11:10;Medium;mean coverage;no rain;Medium;mean coverage;Fine;MAMOUDZOU;Kawéni;bandrajou;PU;Tole;IH;YES;18/06/2018;NA;-12.769271;45.21789;Culex;quinquefasciatus (pipiens);M;1;NA;20,6;29;0
NA;Site monitoring;CDC;4;18/06/2018;19/06/2018;11:00;11:10;Medium;mean coverage;no rain;Medium;mean coverage;Fine;MAMOUDZOU;Kawéni;bandrajou;PU;Tole;IH;YES;18/06/2018;NA;-12.769271;45.21789;Culex;quinquefasciatus (pipiens);F;2;NA;20,6;29;0
NA;Site monitoring;CDC;45;18/06/2018;19/06/2018;11:05;11:15;Medium;mean coverage;no rain;Medium;mean coverage;Fine;MAMOUDZOU;Kawéni;bandrajou;PU;Tole;IH;YES;18/06/2018;NA;-12.769271;45.21789;Culex;quinquefasciatus (pipiens);M;1;NA;20,6;29;0
NA;Site monitoring;CDC;45;18/06/2018;19/06/2018;11:05;11:15;Medium;mean coverage;no rain;Medium;mean coverage;Fine;MAMOUDZOU;Kawéni;bandrajou;PU;Tole;IH;YES;18/06/2018;NA;-12.769271;45.21789;Culex;quinquefasciatus (pipiens);F;4;NA;20,6;29;0
NA;Site monitoring;CDC;2;18/06/2018;19/06/2018;11:35;11:40;Medium;mean coverage;no rain;Medium;mean coverage;Fine;MAMOUDZOU;Kawéni;bandrajou;PU;Tole;IH;NO;"""NA""";NA;-12.769056;45.218198;"""NA""";"""NA""";NA;0;NA;20,6;29;0
NA;Site monitoring;CDC;31;18/06/2018;19/06/2018;11:40;11:45;Medium;mean coverage;no rain;Medium;mean coverage;Fine;MAMOUDZOU;Kawéni;bandrajou;PU;Tole;IH;NO;"""NA""";NA;-12.769056;45.218198;Culex;quinquefasciatus (pipiens);M;1;NA;20,6;29;0
NA;Site monitoring;CDC;31;18/06/2018;19/06/2018;11:40;11:45;Medium;mean coverage;no rain;Medium;mean coverage;Fine;MAMOUDZOU;Kawéni;bandrajou;PU;Tole;IH;NO;"""NA""";NA;-12.769056;45.218198;Culex;quinquefasciatus (pipiens);F;3;1;20,6;29;0
NA;Site monitoring;CDC;7;18/06/2018;19/06/2018;12:10;12:05;Medium;mean coverage;no rain;Medium;mean coverage;Fine;MAMOUDZOU;Kawéni;bandrajou;PU;Tole;IH;NO;"""NA""";NA;-12.769346;45.218596;Culex;quinquefasciatus (pipiens);M;2;NA;20,6;29;0
NA;Site monitoring;CDC;7;18/06/2018;19/06/2018;12:10;12:05;Medium;mean coverage;no rain;Medium;mean coverage;Fine;MAMOUDZOU;Kawéni;bandrajou;PU;Tole;IH;NO;"""NA""";NA;-12.769346;45.218596;Culex;quinquefasciatus (pipiens);F;15;1;20,6;29;0
NA;Site monitoring;CDC;84;18/06/2018;19/06/2018;12:35;12:35;Medium;mean coverage;no rain;Medium;mean coverage;Fine;MAMOUDZOU;Kawéni;bandrajou;PU;Tole;IH;NO;"""NA""";NA;-12.769322;45.218757;"""NA""";"""NA""";NA;0;NA;20,6;29;0
NA;Site monitoring;CDC;11;18/06/2018;19/06/2018;12:40;12:40;Medium;mean coverage;no rain;Medium;mean coverage;Fine;MAMOUDZOU;Kawéni;bandrajou;PU;Tole;EH ;NO;"""NA""";NA;-12.769322;45.218757;Culex;quinquefasciatus (pipiens);M;1;NA;20,6;29;0
NA;Site monitoring;CDC;48;09/06/2018;10/07/2018;10:30;10:45;Medium;low coverage;no rain;Medium;mean coverage;Non;BANDRABOUA;Bouyouni;maman zozo;A;Tole;IH;NO;"""NA""";NA;-12.748265;45.153323;Culex;quinquefasciatus (pipiens);F;6;NA;18,1;28,3;0.6
NA;Site monitoring;CDC;70;09/06/2018;10/07/2018;10:35;10:50;Medium;low coverage;no rain;Medium;mean coverage;Non;BANDRABOUA;Bouyouni;maman zozo;A;Tole;EH ;NO;"""NA""";NA;-12.748265;45.153326;Culex;quinquefasciatus (pipiens);F;1;NA;18,1;28,3;0.6
NA;Site monitoring;CDC;2;09/06/2018;10/07/2018;11:15;11:25;Medium;low coverage;no rain;Medium;mean coverage;Non;BANDRABOUA;Bouyouni;maman zozo;A;Tole;IH;NO;"""NA""";NA;-12.746856;45.154587;"""NA""";"""NA""";NA;0;NA;18,1;28,3;0.6
NA;Site monitoring;CDC;15;09/06/2018;10/07/2018;11:20;11:30;Medium;low coverage;no rain;Medium;mean coverage;Non;BANDRABOUA;Bouyouni;maman zozo;A;Tole;EH ;NO;"""NA""";NA;-12.746856;45.154587;Culex;carleti;F;1;NA;18,1;28,3;0.6
NA;Site monitoring;CDC;15;09/06/2018;10/07/2018;11:20;11:30;Medium;low coverage;no rain;Medium;mean coverage;Non;BANDRABOUA;Bouyouni;maman zozo;A;Tole;EH ;NO;"""NA""";NA;-12.746856;45.154587;Culex;quinquefasciatus (pipiens);F;5;NA;18,1;28,3;0.6
NA;Site monitoring;CDC;15;09/06/2018;10/07/2018;11:20;11:30;Medium;low coverage;no rain;Medium;mean coverage;Non;BANDRABOUA;Bouyouni;maman zozo;A;Tole;EH ;NO;"""NA""";NA;-12.746856;45.154587;Anopheles;gambiae;F;5;NA;18,1;28,3;0.6
NA;Site monitoring;CDC;82;09/06/2018;10/07/2018;11:50;12:05;Medium;low coverage;no rain;Medium;mean coverage;Fine;BANDRABOUA;Bouyouni;maman zozo;A;Tole;IH;NO;"""NA""";NA;-12.748069;45.152889;Culex;quinquefasciatus (pipiens);F;3;NA;18,1;28,3;0.6
NA;Site monitoring;CDC;24;09/06/2018;10/07/2018;11:55;12:10;Medium;low coverage;no rain;Medium;mean coverage;Fine;BANDRABOUA;Bouyouni;maman zozo;A;Tole;EH ;NO;"""NA""";NA;-12.748069;45.152889;Culex;quinquefasciatus (pipiens);F;1;NA;18,1;28,3;0.6
NA;Site monitoring;CDC;24;09/06/2018;10/07/2018;1:55;12:10;Medium;low coverage;no rain;Medium;mean coverage;Fine;BANDRABOUA;Bouyouni;maman zozo;A;Tole;EH ;NO;"""NA""";NA;-12.746867;45.153301;Anopheles;gambiae;F;2;NA;18,1;28,3;0.6
NA;Site monitoring;CDC;31;09/06/2018;10/07/2018;12:30;12:40;Medium;low coverage;no rain;Medium;mean coverage;Fine;BANDRABOUA;Bouyouni;maman zozo;A;Tole;IH;NO;"""NA""";NA;-12.746867;45.153301;Culex;quinquefasciatus (pipiens);F;2;NA;18,1;28,3;0.6
NA;Site monitoring;CDC;31;09/06/2018;10/07/2018;12:30;12:40;Medium;low coverage;no rain;Medium;mean coverage;Fine;BANDRABOUA;Bouyouni;maman zozo;A;Tole;IH;NO;"""NA""";NA;-12.746867;45.153301;Anopheles;gambiae;F;2;NA;18,1;28,3;0.6
NA;Site monitoring;CDC;32;09/06/2018;10/07/2018;12:35;12:45;Medium;low coverage;no rain;Medium;mean coverage;Fine;BANDRABOUA;Bouyouni;maman zozo;A;Tole;EH ;NO;"""NA""";NA;-12.746867;45.153301;Culex;quinquefasciatus (pipiens);M;1;NA;18,1;28,3;0.6
NA;Site monitoring;CDC;0;09/06/2018;10/07/2018;12:55;13:15;Medium;low coverage;no rain;Medium;mean coverage;Fine;BANDRABOUA;Bouyouni;maman zozo;A;Tole;IH;NO;"""NA""";NA;-12.746193;45.153063;Culex;quinquefasciatus (pipiens);F;2;NA;18,1;28,3;0.6
NA;Site monitoring;CDC;47;09/06/2018;10/07/2018;13:00;13:20;Medium;low coverage;no rain;Medium;mean coverage;Fine;BANDRABOUA;Bouyouni;maman zozo;A;Tole;EH ;NO;"""NA""";NA;-12.746193;45.153063;Culex;quinquefasciatus (pipiens);F;4;NA;18,1;28,3;0.6
NA;Site monitoring;CDC;47;09/06/2018;10/07/2018;13:00;13:20;Medium;low coverage;no rain;Medium;mean coverage;Fine;BANDRABOUA;Hamjago;maman zozo;A;Tole;EH ;NO;"""NA""";NA;-12.746193;45.153063;Anopheles;gambiae;F;3;NA;18,1;28,3;0.6
NA;Site monitoring;CDC;15;19/07/2018;20/07/2018;11:15;9:00;strong;zero coverage;no rain;strong;zero coverage;Non;MTSAMBORO;Hamjago;38Rue firdaoussi;PU;Béton;IH;NO;"""NA""";NA;-12.690197;45.076061;"""NA""";"""NA""";M;0;NA;16,5;27,1;0.2
NA;Site monitoring;CDC;31;19/07/2018;20/07/2018;11:20;9:10;strong;zero coverage;no rain;strong;zero coverage;Non;MTSAMBORO;Hamjago;38Rue firdaoussi;PU;Béton;EH ;NO;"""NA""";NA;-12.690197;45.076061;"""NA""";"""NA""";F;0;NA;16,5;27,1;0.2
NA;Site monitoring;CDC;24;19/07/2018;20/07/2018;11:45;9:20;strong;zero coverage;no rain;strong;zero coverage;Non;MTSAMBORO;Hamjago;38Rue firdaoussi;PU;Béton;IH;NO;"""NA""";NA;-12.69035;45.076001;Culex;quinquefasciatus (pipiens);M;2;NA;16,5;27,1;0.2
NA;Site monitoring;CDC;82;19/07/2018;20/07/2018;11:50;9:26;strong;zero coverage;no rain;strong;zero coverage;Non;MTSAMBORO;Hamjago;38Rue firdaoussi;PU;Béton;EH ;NO;"""NA""";NA;-12.69035;45.076001;Culex;quinquefasciatus (pipiens);M;2;NA;16,5;27,1;0.2
NA;Site monitoring;CDC;82;19/07/2018;20/07/2018;11:50;9:26;strong;zero coverage;no rain;strong;zero coverage;Non;MTSAMBORO;Hamjago;38Rue firdaoussi;PU;Béton;EH ;NO;"""NA""";NA;-12.69035;45.076001;Culex;quinquefasciatus (pipiens);F;5;NA;16,5;27,1;0.2
NA;Site monitoring;CDC;23;19/07/2018;20/07/2018;12:25;9:35;strong;zero coverage;no rain;strong;zero coverage;Non;MTSAMBORO;Hamjago;38Rue firdaoussi;PU;Béton;IH;NO;"""NA""";NA;-12.690677;45.075489;"""NA""";"""NA""";M;0;NA;16,5;27,1;0.2
NA;Site monitoring;CDC;32;19/07/2018;20/07/2018;12:30;9:45;strong;zero coverage;no rain;strong;zero coverage;Non;MTSAMBORO;Hamjago;38Rue firdaoussi;PU;Béton;EH ;NO;"""NA""";NA;-12.690677;45.075489;"""NA""";"""NA""";F;0;NA;16,5;27,1;0.2
NA;Site monitoring;CDC;3;19/07/2018;20/07/2018;12:55;9:55;strong;zero coverage;no rain;strong;zero coverage;Non;MTSAMBORO;Hamjago;38Rue firdaoussi;PU;Béton;IH;NO;"""NA""";NA;-12.689981;45.075742;"""NA""";"""NA""";M;0;NA;16,5;27,1;0.2
NA;Site monitoring;CDC;70;19/07/2018;20/07/2018;13:00;10:00;strong;zero coverage;no rain;strong;zero coverage;Non;MTSAMBORO;Hamjago;38Rue firdaoussi;PU;Béton;EH ;NO;"""NA""";NA;-12.689981;45.075742;"""NA""";"""NA""";F;0;NA;16,5;27,1;0.2
NA;Site monitoring;CDC;0;19/07/2018;20/07/2018;13:30;10:15;strong;zero coverage;no rain;strong;zero coverage;Non;MTSAMBORO;Hamjago;38Rue firdaoussi;PU;Béton;IH;NO;"""NA""";NA;-12.690413;45.075674;Culex;quinquefasciatus (pipiens);M;1;NA;16,5;27,1;0.2
NA;Site monitoring;CDC;47;19/07/2018;20/07/2018;13:35;10:20;strong;zero coverage;no rain;strong;zero coverage;Non;MTSAMBORO;Hamjago;38Rue firdaoussi;PU;Béton;EH ;NO;"""NA""";NA;-12.690413;45.075674;Culex;quinquefasciatus (pipiens);F;1;NA;16,5;27,1;0.2
NA;Site monitoring;CDC;2;24/07/2018;25/07/2018;14:52;8:40;Medium;low coverage;no rain;Medium;low coverage;Non;MAMOUDZOU;Mamoudzou;Rue de cariaire;U;Tole;IH;NO;"""NA""";NA;-12.793837;45.210548;Aedes;albopictus;M;1;NA;17,7;27;3.4
NA;Site monitoring;CDC;2;24/07/2018;25/07/2018;14:52;8:40;Medium;low coverage;no rain;Medium;low coverage;Non;MAMOUDZOU;Mamoudzou;Rue de cariaire;U;Tole;IH;NO;"""NA""";NA;-12.793837;45.210548;Culex;quinquefasciatus (pipiens);M;2;NA;17,7;27;3.4
NA;Site monitoring;CDC;2;24/07/2018;25/07/2018;14:52;8:40;Medium;low coverage;no rain;Medium;low coverage;Non;MAMOUDZOU;Mamoudzou;Rue de cariaire;U;Tole;IH;NO;"""NA""";NA;-12.793837;45.210548;Culex;quinquefasciatus (pipiens);F;2;NA;17,7;27;3.4
NA;Site monitoring;CDC;18;24/07/2018;25/07/2018;14:50;8:40;Medium;low coverage;no rain;Medium;low coverage;Non;MAMOUDZOU;Mamoudzou;Rue de cariaire;U;Tole;IH;NO;"""NA""";NA;-12.793837;45.210548;"""NA""";"""NA""";NA;0;NA;17,7;27;3.4
NA;Site monitoring;CDC;57;24/07/2018;25/07/2018;14:55;8:41;Medium;low coverage;no rain;Medium;low coverage;Non;MAMOUDZOU;Mamoudzou;Rue de cariaire;U;Tole;IH;NO;"""NA""";NA;-12.793837;45.210548;Culex;quinquefasciatus (pipiens);M;1;NA;17,7;27;3.4
NA;Site monitoring;CDC;57;24/07/2018;25/07/2018;14:55;8:41;Medium;low coverage;no rain;Medium;low coverage;Non;MAMOUDZOU;Mamoudzou;Rue de cariaire;U;Tole;IH;NO;"""NA""";NA;-12.793837;45.210548;Culex;quinquefasciatus (pipiens);F;30;NA;17,7;27;3.4
NA;Site monitoring;CDC;67;24/07/2018;25/07/2018;15:00;8:45;Medium;low coverage;no rain;Medium;low coverage;Non;MAMOUDZOU;Mamoudzou;Rue de cariaire;U;Tole;IH;YES;"""NA""";NA;-12.793605;45.210725;"""NA""";"""NA""";NA;0;NA;17,7;27;3.4
NA;Site monitoring;CDC;48;24/07/2018;25/07/2018;15:10;8:50;Medium;low coverage;no rain;Medium;low coverage;Non;MAMOUDZOU;Mamoudzou;Rue de cariaire;PU;Tole;IH;NO;"""NA""";NA;-12.793618;45.210127;Culex;quinquefasciatus (pipiens);M;3;NA;17,7;27;3.4
NA;Site monitoring;CDC;48;24/07/2018;25/07/2018;15:10;8:50;Medium;low coverage;no rain;Medium;low coverage;Non;MAMOUDZOU;Mamoudzou;Rue de cariaire;PU;Tole;IH;NO;"""NA""";NA;-12.793618;45.210127;Culex;quinquefasciatus (pipiens);F;6;NA;17,7;27;3.4
